Date,Type,Report
2018-04-26,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The Eurosystem will reinvest the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today.
"
2018-03-08,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The Eurosystem will reinvest the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today.
"
2018-01-25,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the new monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the asset purchase programme (APP) in terms of size and/or duration. The Eurosystem will reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today.
"
2015-12-03,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the deposit facility will be decreased by 10 basis points to -0.30%, with effect from 9 December 2015.
The interest rate on the main refinancing operations and the interest rate on the marginal lending facility will remain unchanged at 0.05% and 0.30% respectively. 
Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 14:30 CET today.
"
2015-10-22,Monetary Policy Decisions,"
At today’s meeting, which was held in Malta, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today.
"
2015-09-03,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today.
"
2015-07-16,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today.
"
2015-06-03,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today.

 
"
2015-04-15,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today.

"
2015-03-05,Monetary Policy Decisions,"

At today’s meeting, which was held in Nicosia, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2015-01-22,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 2.30 p.m. CET today.

"
2014-12-04,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-11-06,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-10-02,Monetary Policy Decisions,"

At today’s meeting, which was held in Naples, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-09-04,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB took the following monetary policy decisions:

The interest rate on the main refinancing operations of the Eurosystem will be decreased by 10 basis points to 0.05%, starting from the operation to be settled on 10 September 2014.
The interest rate on the marginal lending facility will be decreased by 10 basis points to 0.30%, with effect from 10 September 2014. 
The interest rate on the deposit facility will be decreased by 10 basis points to -0.20%, with effect from 10 September 2014.

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-08-07,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-07-03,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-06-05,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB took the following monetary policy decisions:

The interest rate on the main refinancing operations of the Eurosystem will be decreased by 10 basis points to 0.15%, starting from the operation to be settled on 11 June 2014.
The interest rate on the marginal lending facility will be decreased by 35 basis points to 0.40%, with effect from 11 June 2014. 
The interest rate on the deposit facility will be decreased by 10 basis points to -0.10%, with effect from 11 June 2014. A separate press release to be published at 3.30 p.m. CET today will provide details on the implementation of the negative deposit facility rate.

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Further monetary policy measures to enhance the functioning of the monetary policy transmission mechanism will be communicated in a press release to be published at 3.30 p.m. CET today.

"
2014-05-08,Monetary Policy Decisions,"

At today’s meeting, which was held in Brussels, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-04-03,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-03-06,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-02-06,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2014-01-09,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2013-12-05,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2013-11-07,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB took the following monetary policy decisions:

The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 0.25%, starting from the operation to be settled on 13 November 2013.
The interest rate on the marginal lending facility will be decreased by 25 basis points to 0.75%, with effect from 13 November 2013. 
The interest rate on the deposit facility will remain unchanged at 0.00%.

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2013-10-02,Monetary Policy Decisions,"

At today’s meeting, which was held in Paris, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2013-09-05,Monetary Policy Decisions,"

At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.

"
2013-08-01,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2013-07-04,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2013-06-06,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2013-05-02,Monetary Policy Decisions,"
At today’s meeting, which was held in Bratislava, the Governing Council of the ECB took the following monetary policy decisions:

The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 0.50%, starting from the operation to be settled on 8 May 2013.
The interest rate on the marginal lending facility will be decreased by 50 basis points to 1.00%, with effect from 8 May 2013. 
The interest rate on the deposit facility will remain unchanged at 0.00%. 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2013-04-04,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2013-03-07,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2013-02-07,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2013-01-10,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2008-12-04,Monetary Policy Decisions,"
At today’s meeting, which was held in Brussels, the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2008-11-06,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2008-10-08,Monetary Policy Decisions,"
Throughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets. 
Inflationary pressures have started to moderate in a number of countries, partly reflecting a marked decline in energy and other commodity prices. Inflation expectations are diminishing and remain anchored to price stability. The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability. 
Some easing of global monetary conditions is therefore warranted. Accordingly, the Bank of Canada, the Bank of England, the European Central Bank (ECB), the Federal Reserve, Sveriges Riksbank and the Swiss National Bank are today announcing reductions in policy interest rates. The Bank of Japan expresses its strong support of these policy actions. 
The Governing Council of the ECB, by means of teleconferencing, has taken the following monetary policy decisions:

The minimum bid rate on the main refinancing operations of the Eurosystem will be reduced by 50 basis points to 3.75 %, with effect from the main refinancing operation to be settled on 15 October 2008. 
The interest rate on the marginal lending facility will be reduced by 50 basis points to 4.75 %, with immediate effect. 
The interest rate on the deposit facility will be reduced by 50 basis points to 2.75 %, with immediate effect. 

In the euro area, upside inflationary risks have recently decreased further. It remains imperative to avoid broad-based second-round effects in price and wage-setting. Keeping inflation expectations firmly anchored in line with our objective and securing price stability in the medium term will support sustainable growth and employment and contribute to financial stability.
Information on the actions taken by the other central banks is available at the following websites:
Bank of Canada: www.bank-banque-canada.ca
Bank of England: www.bankofengland.co.uk
Federal Reserve Board: http://www.federalreserve.gov 
Sveriges Riksbank: www.riksbank.com
Swiss National Bank: www.snb.ch
Bank of Japan: www.boj.or.jp
"
2008-10-02,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2008-09-04,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2008-08-07,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2008-07-03,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2008-06-05,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
"
2008-05-08,Monetary Policy Decisions,"
At today’s meeting, which was held in Athens, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2008-04-10,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2008-03-06,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2008-02-07,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2008-01-10,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2007-12-06,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2007-11-08,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2007-10-04,Monetary Policy Decisions,"
At today’s meeting, which was held in Vienna, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2007-09-06,Monetary Policy Decisions,"
At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2007-08-02,Monetary Policy Decisions,"
At today’s meeting, which was held in the form of a teleconference, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
"
2007-07-05,Monetary Policy Decisions,"
At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2007-06-06,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2007-05-10,Monetary Policy Decisions,"
At today’s meeting, which was held in Dublin, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2007-04-12,Monetary Policy Decisions,"
At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2007-03-08,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2007-02-08,Monetary Policy Decisions,"
At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.50%, 4.50% and 2.50% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2007-01-11,Monetary Policy Decisions,"
At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.50%, 4.50% and 2.50% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2006-12-07,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2006-11-02,Monetary Policy Decisions,"
At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2006-10-05,Monetary Policy Decisions,"
At today’s meeting, which was held in Paris, the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today.
"
2006-08-31,Monetary Policy Decisions,"
At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.00%, 4.00% and 2.00% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2006-08-03,Monetary Policy Decisions,"
At today’s meeting, the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2006-07-06,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.75%, 3.75% and 1.75% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today.
"
2006-06-08,Monetary Policy Decisions,"
At today’s meeting, which was held in Madrid, the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today.
"
2006-05-04,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.50%, 3.50% and 1.50% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today.
"
2006-04-06,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.50%, 3.50% and 1.50% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today.
"
2006-03-02,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today.
"
2006-02-02,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.25%, 3.25% and 1.25% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today.
"
2006-01-12,Monetary Policy Decisions,"
At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.25%, 3.25% and 1.25% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today.
"
1999-12-15,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.0%, 4.0% and 2.0%, respectively. 
"
1999-12-02,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today. 
"
1999-11-18,Monetary Policy Decisions,"
At today's meeting (which was held in the form of a teleconference), the Governing Council of the ECB decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.0%, 4.0% and 2.0%, respectively. 
"
1999-11-04,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB took the following monetary policy decisions: 

The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today. 
"
1999-10-21,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB took the following decisions: 
"
1999-10-07,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 2.5%, 3.5% and 1.5% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today. 
"
1999-09-23,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 2.5%, 3.5% and 1.5% respectively. 
"
1999-09-09,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 2.5%, 3.5% and 1.5% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2 p.m. today. 
"
1999-08-26,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 2.5%, 3.5% and 1.5% respectively. 
"
1999-07-29,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 2.5%, 3.5% and 1.5% respectively. 
"
1999-07-15,Monetary Policy Decisions,"
At today's meeting the Governing Council of the ECB decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 2.5%, 3.5% and 1.5% respectively. 
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2 p.m. today. 
"
